"Unt1Name15ChrMx","Unit 2 Name","Unit ID 1","Unit ID 2","Weekly APR","Daily Volume (USD)","Weekly Volume (USD)","Platform","URL"
"ALGO","goMINT",0,441139422,0.3,3,84,"PactFi","https://app.pact.fi/add-liquidity/682482359"
"USDt","USDC",312769,31566704,2.6,5720,14301,"PactFi","https://app.pact.fi/add-liquidity/1013730551"
"ALGO","COSG",0,1065092715,1.1,42,424,"PactFi","https://app.pact.fi/add-liquidity/1084145606"
"ALGO","ACORN",0,226265212,0.4,14,72,"PactFi","https://app.pact.fi/add-liquidity/621252819"
"ALGO","goMINT",0,441139422,0.1,3,22,"PactFi","https://app.pact.fi/add-liquidity/1072948743"
"ALGO","DEFLY",0,470842789,0.6,8,30,"PactFi","https://app.pact.fi/add-liquidity/675102193"
"Vote","gALGO",452399768,793124631,0,86,222,"PactFi","https://app.pact.fi/add-liquidity/1078306383"
"USDt","USDC",312769,31566704,0.5,4,78,"PactFi","https://app.pact.fi/add-liquidity/646658617"
"Finite","goUSD",400593267,672913181,4.2,10,187,"PactFi","https://app.pact.fi/add-liquidity/1074168876"
"ALGO","USDC",0,31566704,5.1,17,159,"PactFi","https://app.pact.fi/add-liquidity/795767355"
"GOLD$","Finite",246516580,400593267,3.2,13,91,"PactFi","https://app.pact.fi/add-liquidity/871608980"
"ALGO","GARD",0,684649988,35.4,53,913,"PactFi","https://app.pact.fi/add-liquidity/801613881"
"ALGO","DEGEN",0,417708610,2.8,0,75,"PactFi","https://app.pact.fi/add-liquidity/677288079"
"ALGO","DEFLY",0,470842789,0.7,16,60,"PactFi","https://app.pact.fi/add-liquidity/621289049"
"ALGO","Block",0,251014570,1.1,11,86,"PactFi","https://app.pact.fi/add-liquidity/810984430"
"USDC","OPUL",31566704,287867876,13.1,61,320,"PactFi","https://app.pact.fi/add-liquidity/1078427227"
"goBTC","gALGO",386192725,793124631,0.2,12,114,"PactFi","https://app.pact.fi/add-liquidity/1087572681"
"USDt","USDC",312769,31566704,0.1,17,171,"PactFi","https://app.pact.fi/add-liquidity/701273050"
"goUSD","VEST",672913181,700965019,5.1,18,74,"PactFi","https://app.pact.fi/add-liquidity/1047483457"
"ALGO","chip",0,388592191,0.2,1,10,"PactFi","https://app.pact.fi/add-liquidity/1074073287"
"USDC","Leaf",31566704,554633918,1,4,43,"PactFi","https://app.pact.fi/add-liquidity/1003719049"
"goETH","gALGO",386195940,793124631,0.9,4,31,"PactFi","https://app.pact.fi/add-liquidity/807804196"
"goMINT","goUSD",441139422,672913181,0.5,8,16,"PactFi","https://app.pact.fi/add-liquidity/1087447098"
"OPUL","Finite",287867876,400593267,8.1,14,79,"PactFi","https://app.pact.fi/add-liquidity/1074160354"
"ALGO","ASASTATS",0,393537671,0.6,0,15,"PactFi","https://app.pact.fi/add-liquidity/699569010"
"ALGO","VEST",0,700965019,1.6,5,12,"PactFi","https://app.pact.fi/add-liquidity/711435607"
"Finite","DEFLY",400593267,470842789,2,2,16,"PactFi","https://app.pact.fi/add-liquidity/1074156948"
"ALGO","GIZMO",0,425454005,0,0,0,"PactFi","https://app.pact.fi/add-liquidity/647468620"
"GOLD$","goBTC",246516580,386192725,1.4,4,38,"PactFi","https://app.pact.fi/add-liquidity/1074906988"
"GEMS","VEST",230946361,700965019,2.6,6,18,"PactFi","https://app.pact.fi/add-liquidity/1068773349"
"USDt","Choice",312769,297995609,0.4,8,254,"PactFi","https://app.pact.fi/add-liquidity/967289118"
"Finite","VEST",400593267,700965019,3.4,2,21,"PactFi","https://app.pact.fi/add-liquidity/1031127766"
"ALGO","chip",0,388592191,0.3,1,4,"PactFi","https://app.pact.fi/add-liquidity/621263308"
"goETH","Finite",386195940,400593267,2.3,1,13,"PactFi","https://app.pact.fi/add-liquidity/1049350156"
"ALGO","YLDY",0,226701642,3.2,6,54,"PactFi","https://app.pact.fi/add-liquidity/639541260"
"ALGO","ZONE",0,444035862,11.9,11,190,"PactFi","https://app.pact.fi/add-liquidity/628705194"
"FAME","Vote",142838028,452399768,7.1,47,75,"PactFi","https://app.pact.fi/add-liquidity/986037008"
"ALGO","Choice",0,297995609,14.9,4,226,"PactFi","https://app.pact.fi/add-liquidity/621960148"
"ALGO","GOLD$",0,246516580,9.3,3,45,"PactFi","https://app.pact.fi/add-liquidity/1077340912"
"USDC","ABCA",31566704,1037125809,14.7,45,67,"PactFi","https://app.pact.fi/add-liquidity/1094753084"
"GOLD$","goUSD",246516580,672913181,1.2,2,19,"PactFi","https://app.pact.fi/add-liquidity/1073570812"
"USDt","TLP",312769,987374809,1.5,1,24,"PactFi","https://app.pact.fi/add-liquidity/1027044109"
"ALGO","SILVER$",0,246519683,9.6,2,35,"PactFi","https://app.pact.fi/add-liquidity/1084261997"
"ALGO","ABCA",0,1037125809,14,45,52,"PactFi","https://app.pact.fi/add-liquidity/1094754871"
"ALGO","GOLD$",0,246516580,3.5,4,42,"PactFi","https://app.pact.fi/add-liquidity/1019910605"
"USDC","Choice",31566704,297995609,0.4,3,113,"PactFi","https://app.pact.fi/add-liquidity/978393877"
"ALGO","$Drakk",0,560039769,0,0,0,"PactFi","https://app.pact.fi/add-liquidity/776405081"
"ALGO","ALCH",0,310014962,2.4,4,26,"PactFi","https://app.pact.fi/add-liquidity/1074085072"
"USDC","Vote",31566704,452399768,0.2,5,36,"PactFi","https://app.pact.fi/add-liquidity/662105634"
"ALGO","MOIST",0,756578163,14.8,3,35,"PactFi","https://app.pact.fi/add-liquidity/794419858"
"goUSD","xUSD",672913181,760037151,0.1,0,18,"PactFi","https://app.pact.fi/add-liquidity/1081974468"
"ALGO","USDC",0,31566704,18.2,5,45,"PactFi","https://app.pact.fi/add-liquidity/1076447842"
"ALGO","LTBX",0,408898501,0.1,0,1,"PactFi","https://app.pact.fi/add-liquidity/1079689213"
"ALGO","Puddin",0,433466405,1.7,3,3,"PactFi","https://app.pact.fi/add-liquidity/872804703"
"OPUL","goUSD",287867876,672913181,9.3,4,21,"PactFi","https://app.pact.fi/add-liquidity/1072673476"
"ALGO","SOCKS",0,452047208,0.1,0,1,"PactFi","https://app.pact.fi/add-liquidity/1073550511"
"ALGO","BULO",0,498684064,0,0,1,"PactFi","https://app.pact.fi/add-liquidity/944500856"
"Choice","goETH",297995609,386195940,27.2,0,52,"PactFi","https://app.pact.fi/add-liquidity/968771030"
"goBTC","goETH",386192725,386195940,1,0,6,"PactFi","https://app.pact.fi/add-liquidity/1069888054"
"ALGO","Vote",0,452399768,0.1,2,9,"PactFi","https://app.pact.fi/add-liquidity/662102761"
"BLAPU","ABCA",401752010,1037125809,9.9,9,14,"PactFi","https://app.pact.fi/add-liquidity/1049918358"
"ALGO","BANK",0,900652777,13.1,2,14,"PactFi","https://app.pact.fi/add-liquidity/906740444"
"ALGO","GLIZZY",0,1053260256,8.5,3,9,"PactFi","https://app.pact.fi/add-liquidity/1071123045"
"ALGO","FRY",0,924268058,6.9,10,22,"PactFi","https://app.pact.fi/add-liquidity/929761020"
"ALGO","MOIST",0,756578163,6.7,1,23,"PactFi","https://app.pact.fi/add-liquidity/1074083606"
"BLAPU","VEST",401752010,700965019,3.8,1,4,"PactFi","https://app.pact.fi/add-liquidity/1041711445"
"ALGO","Butts",0,753137719,2.5,0,2,"PactFi","https://app.pact.fi/add-liquidity/761071746"
"ALGO","RAWR",0,1029725590,3,0,10,"PactFi","https://app.pact.fi/add-liquidity/1050202752"
"goBTC","Algonaut",386192725,552011975,0,0,0,"PactFi","https://app.pact.fi/add-liquidity/703023492"
"USDC","GLIZZY",31566704,1053260256,0.6,0,0,"PactFi","https://app.pact.fi/add-liquidity/1095426935"
"SCOUT","ABCA",569120128,1037125809,0,0,0,"PactFi","https://app.pact.fi/add-liquidity/1094752191"
"USDC","VYBE",31566704,558978094,0.6,0,2,"PactFi","https://app.pact.fi/add-liquidity/1078952614"
"TBD","TBD","TBD","TBD",24.1,2,34,"HumbleSwap","https://app.humble.sh/pool/add/1082873790"
"ALGO","WORMHOLE",0,805614002,17.8,10,193,"HumbleSwap","https://app.humble.sh/pool/add/805930289"
"TBD","TBD","TBD","TBD",15.1,24,211,"HumbleSwap","https://app.humble.sh/pool/add/906746697"
"TBD","TBD","TBD","TBD",14.3,31,185,"HumbleSwap","https://app.humble.sh/pool/add/1042547363"
"TBD","TBD","TBD","TBD",13.8,4355,11596,"HumbleSwap","https://app.humble.sh/pool/add/1049108275"
"ALGO","OPUL",0,287867876,12.2,7,54,"HumbleSwap","https://app.humble.sh/pool/add/777643671"
"ALGO","Planets",0,27165954,11.3,1847,7817,"HumbleSwap","https://app.humble.sh/pool/add/787300124"
"ALGO","Xoge",0,782285248,8.9,10,15,"HumbleSwap","https://app.humble.sh/pool/add/811067896"
"ALGO","Planets",0,27165954,8.5,2,16,"HumbleSwap","https://app.humble.sh/pool/add/796188450"
"TBD","TBD","TBD","TBD",8.4,1,14,"HumbleSwap","https://app.humble.sh/pool/add/1083722177"
"TBD","TBD","TBD","TBD",7.7,616,1571,"HumbleSwap","https://app.humble.sh/pool/add/974343617"
"ALGO","USDC",0,31566704,7.6,6166,48662,"HumbleSwap","https://app.humble.sh/pool/add/777628254"
"ALGO","XET",0,283820866,6.9,20,312,"HumbleSwap","https://app.humble.sh/pool/add/780434326"
"ALGO","USDt",0,312769,6.4,1412,7156,"HumbleSwap","https://app.humble.sh/pool/add/777639704"
"ALGO","goUSD",0,672913181,6.4,160,1210,"HumbleSwap","https://app.humble.sh/pool/add/835609896"
"ALGO","SMILE",0,300208676,5.8,10,127,"HumbleSwap","https://app.humble.sh/pool/add/779149552"
"TBD","TBD","TBD","TBD",5.7,10,18,"HumbleSwap","https://app.humble.sh/pool/add/928813539"
"ALGO","MOIST",0,756578163,5.6,6,42,"HumbleSwap","https://app.humble.sh/pool/add/794422646"
"TBD","TBD","TBD","TBD",5.4,0,9,"HumbleSwap","https://app.humble.sh/pool/add/1050734205"
"TBD","TBD","TBD","TBD",5.1,8,63,"HumbleSwap","https://app.humble.sh/pool/add/950165969"
"TBD","TBD","TBD","TBD",4.8,1,22,"HumbleSwap","https://app.humble.sh/pool/add/962891098"
"TBD","TBD","TBD","TBD",4.7,108,734,"HumbleSwap","https://app.humble.sh/pool/add/901989273"
"TBD","TBD","TBD","TBD",4.5,1,5,"HumbleSwap","https://app.humble.sh/pool/add/943464579"
"TBD","TBD","TBD","TBD",4,4,19,"HumbleSwap","https://app.humble.sh/pool/add/1078755127"
"ALGO","ALCH",0,310014962,3.5,27,176,"HumbleSwap","https://app.humble.sh/pool/add/779144473"
"TBD","TBD","TBD","TBD",3,856,5306,"HumbleSwap","https://app.humble.sh/pool/add/878359186"
"TBD","TBD","TBD","TBD",3,8,111,"HumbleSwap","https://app.humble.sh/pool/add/883723087"
"TBD","TBD","TBD","TBD",2.9,8,21,"HumbleSwap","https://app.humble.sh/pool/add/1071119957"
"ALGO","ADAO",0,692085161,2.5,57,57,"HumbleSwap","https://app.humble.sh/pool/add/780420235"
"YLDY","ALGO",226701642,0,13,"n/a","n/a","Yieldly Staking","https://app.yieldly.finance/pools?id=233725850"
"YLDY","ALGX",226701642,724480511,52,"n/a","n/a","Yieldly Staking","https://app.yieldly.finance/pools?id=779181697"
"YLDY","GARDIAN",226701642,692432647,4576,"n/a","n/a","Yieldly Staking","https://app.yieldly.finance/pools?id=888151708"
"YLDY","DBD",226701642,747635241,2999,"n/a","n/a","Yieldly Staking","https://app.yieldly.finance/pools?id=864612763"
"YLDY","KITSU",226701642,406361925,61483,"n/a","n/a","Yieldly Staking","https://app.yieldly.finance/pools?id=858089184"
"YLDY","BOARD",226701642,342889824,107,"n/a","n/a","Yieldly Staking","https://app.yieldly.finance/pools?id=835504964"
"ALGX","YLDY",724480511,226701642,17573,"n/a","n/a","Yieldly Liquidity","https://app.yieldly.finance/liquidity-pools?id=779189004"
"BOARD","YLDY",342889824,226701642,5930,"n/a","n/a","Yieldly Liquidity","https://app.yieldly.finance/liquidity-pools?id=835516046"
"KITSU","YLDY",406361925,226701642,409,"n/a","n/a","Yieldly Liquidity","https://app.yieldly.finance/liquidity-pools?id=858162134"
"DBD","YLDY",747635241,226701642,"NaN","n/a","n/a","Yieldly Liquidity","https://app.yieldly.finance/liquidity-pools?id=872723249"
"ALGO","YLDY",0,226701642,354,"n/a","n/a","Yieldly Liquidity","https://app.yieldly.finance/liquidity-pools?id=873387230"
"GARDIAN","YLDY",692432647,226701642,12184,"n/a","n/a","Yieldly Liquidity","https://app.yieldly.finance/liquidity-pools?id=888156483"
"ALGX","ALGX",724480511,724480511,575,"n/a","n/a","Yieldly Distribution","https://app.yieldly.finance/distribution?id=779198429"
